RMS,MAV,IEMG,VAR,WL,WAMP,FMN,FMD,Class
0.0974282532648844,0.0831572399212812,189.9311359802063,0.0038240735353488,42.70250363225546,1357.0,-0.7770160272176675,0.0,1.0
0.0634127246367548,0.0480154145064195,273.30373937054014,0.0037853686614838,114.59216739107552,3689.0,13.491852042224524,66.76036542515811,1.0
0.0790478079490058,0.0605874669628326,324.6882354538201,0.0050670287292481,121.3832007121136,3489.0,-6.445356185588743,52.248553834670645,1.0
0.1538358478253704,0.1456315008357373,799.6625710890337,0.0034613826283915,60.694641216611736,1891.0,0.1818540772067027,0.0,1.0
0.0756200438431368,0.0609611725724874,342.2360228219447,0.0031174491691001,98.5753972379062,3372.0,0.2532641561025621,0.0,1.0
0.071948256452487,0.0672688124507058,430.04951799736216,0.0009663414614989,49.5128536468999,1489.0,0.1694193297318958,0.0,1.0
0.1020026471093258,0.0995517257796367,565.3542507025568,0.0004939939116056,41.73752058516512,1632.0,-0.0302364594592605,0.0,1.0
0.1307611555582384,0.1290328677718069,180.2589162772142,0.0004489988375092,9.878393592761332,319.0,0.0686367667056751,0.0,1.0
0.0867374404816422,0.0719651754113603,578.0962540794574,0.0036943560276521,160.88295168417605,5146.0,-0.7104638140168406,0.0,1.0
0.0834987463886069,0.0743324432220559,388.83301049457447,0.0018632894753918,63.74536027796569,2448.0,0.1543649090211896,0.0,1.0
0.0685591810461854,0.0631045065465007,357.48702958592685,0.0008675185918479,48.62295435987859,1838.0,0.1734490044092186,0.0,1.0
0.1036899323340607,0.0704040010827024,351.6679854080989,0.0100620373140242,138.01806867948153,3390.0,19.39410888196369,57.65765765765765,1.0
0.134189993840377,0.129978008766508,647.5504396747428,0.0011418564694211,53.623196953428014,2125.0,-0.1787880657979227,0.0,1.0
0.0255059554595676,0.0232228724153937,21.272151132500703,0.0001224753077475,3.520669560591453,49.0,2.881457196976456,0.0,1.0
0.0481529525992098,0.0372126855406393,202.5858600832408,0.0019682410431256,80.07864930087996,2952.0,2.749698184622463,59.515062454077885,1.0
0.0503719316962665,0.0387675248965306,203.91718095575104,0.0019716647286114,74.61006526279301,2777.0,2.2390095081357475,46.7680608365019,1.0
0.0831619329205536,0.0747333359233958,373.442479609209,0.0015267428090501,63.4306425674358,2411.0,0.5476570257602282,0.0,1.0
0.1622398094513258,0.1609219657386193,854.0128721748529,0.0004258767136211,37.50024479678656,1375.0,-0.0281658448547075,0.0,1.0
0.076302068051611,0.0603576045782373,321.1628139608008,0.0036108684596234,97.64191669813655,3239.0,3.236696839232209,0.0,1.0
0.0902401789836093,0.0884322917978434,281.833713959727,0.0003230196703749,18.784091674015272,600.0,-0.0458097950448043,0.0,1.0
0.0436634592129764,0.0329127092507196,310.8276261637963,0.0018964424386582,135.88749238539833,5139.0,71.62207979943094,68.19144430326132,1.0
0.033669438900195,0.0328469282372526,170.77117990547634,5.664568603250081e-05,12.26528756286636,27.0,-0.1074704374898838,0.0,1.0
0.1063203061872858,0.0834282457054366,485.21867702281946,0.0069831402206377,144.17603998563845,3870.0,3.12879875153181,0.0,1.0
0.0277875179139431,0.0216216367684244,130.5946860812836,0.0007612388874223,55.81968510544586,2280.0,37.55361968747691,66.05960264900662,1.0
0.0791197905868802,0.0720253097720439,368.76958603286505,0.0011959254038777,54.01165758726808,2176.0,-0.3186243700822115,0.0,1.0
0.0594109711323159,0.0500018025855212,220.4079457969776,0.0014000036088638,52.15151226365113,2117.0,1.8812818432015015,0.0,1.0
0.0393020328854691,0.0288947517105591,149.15470832990644,0.0015151915418977,63.81160211949589,2444.0,51.57438075970298,67.41573033707866,1.0
0.0378678938084154,0.0300103070012787,58.67015018749988,0.000782349914375,15.621056071970138,543.0,-7.580121446451955,0.0,1.0
0.0410759424578826,0.0307966248014991,130.23892628554,0.0012669552751883,46.41467484832448,1779.0,1.4552882890487566,42.32679120359423,1.0
0.0375178832153442,0.0257046864433085,132.0449742592758,0.0013274051244618,53.9287624770641,2049.0,8.056185650348876,58.20517811952501,1.0
0.0380971327508234,0.0292435834110932,45.03511845308363,0.0012764766364476,16.829477376282853,680.0,4.712988852795836,52.5974025974026,1.0
0.0388582957378511,0.0318857402454172,175.91362893396695,0.0007033826753223,43.54788364816835,1555.0,-1.5803187601264437,0.0,1.0
0.0563346584033605,0.0444838719554413,235.14174715646297,0.0020743627858033,76.97469568731763,2881.0,1.22722455798023,0.0,1.0
0.0650741871870523,0.0539614247611121,283.89105566821075,0.0019601947922211,81.2653369101816,2941.0,1.0536916525244713,0.0,1.0
0.1053575250819803,0.103523881769675,460.9918455203632,0.0003844738274843,29.40789154096445,956.0,-0.1357572549662725,0.0,1.0
0.1058928078396018,0.0946296142025604,525.3836180526158,0.002625377362998,90.76000567188753,3183.0,0.2835282848275947,0.0,1.0
0.104588826040444,0.0983771791544416,568.7184726918272,0.0013837933736359,70.80191558721569,2688.0,-0.3926977814918846,0.0,1.0
