RMS,MAV,SSI,IEMG,VAR,WL,WAMP
0.03736297896668795,0.028763440263016093,0.20939882958977493,4.314516039452414,0.0013956472995913028,1.8122077041844362,72
0.07508162712009105,0.06029214747714173,0.8455876096500585,9.04382212157126,0.005633301893729804,3.8486357698143543,75
0.07216935322545104,0.05949390797212009,0.781262331746988,8.924086195818013,0.0052076669216610935,3.8969602799459366,74
0.05785683766735939,0.04747432352497436,0.5021120497300765,7.121148528746154,0.003343056438814749,3.543047356162405,74
0.04173749502585586,0.034072734149459286,0.26130277365500143,5.110910122418893,0.0017418865268819487,2.281155341020719,73
0.03840569143673579,0.03200574873438442,0.22124957021006414,4.8008623101576635,0.0014748678548336424,2.1005781093649976,74
0.04945536444591589,0.03738992246244766,0.3668749608717542,5.60848836936715,0.002445101827721322,2.5189211214039116,78
0.05546259792440141,0.04128312694089071,0.4614149652785724,6.192469041133606,0.0030758499189161197,2.8540675880328625,73
0.03150462334951588,0.024074709485946495,0.14888119385922916,3.611206422891974,0.0009923472628446124,1.6841957627865187,74
0.025078448991551757,0.020366060751678954,0.0943392905732795,3.054909112751843,0.0006289247466568399,1.4389016444682017,74
0.03658166605088886,0.028530783261265118,0.20073274365881322,4.279617489189768,0.001337094164051361,1.9798549995124572,76
0.036352870627767514,0.02848690076667649,0.19822968043188033,4.273035115001473,0.001319908108857462,2.0620908741094106,80
0.022562943034091343,0.018349186189981406,0.07636295975394765,2.7523779284972107,0.0005086715054917674,1.1357507164942993,74
0.023411261895074965,0.01856408378572129,0.08221307752796836,2.7846125678581934,0.0005474989212651292,1.3722335025502752,73
0.023768198796120295,0.017812135791050995,0.08473909110178415,2.671820368657649,0.0005647830050937489,1.2868268307178106,71
0.029630232733705207,0.024513584213352636,0.13169260377803033,3.6770376320028952,0.0008775387488037318,1.5749839322517358,80
0.019879899330421138,0.01586428587659295,0.05928155960815182,2.3796428814889423,0.0003951704133498022,1.055093450732469,84
0.020758698083420197,0.0163805037028819,0.064638531917789,2.4570755554322847,0.00043025274372441615,1.148831059066719,74
0.025398370752440554,0.021199382037051486,0.09676158553176417,3.179907305557723,0.0006440775347887149,1.658952855406409,71
0.02022501806530885,0.016455324513961138,0.06135770336131039,2.468298677094171,0.0004090410494498891,1.2545798680400417,77
0.023093979064862415,0.01858027071847076,0.07999978035724552,2.7870406077706145,0.0005329445518983657,1.3385742783073735,74
0.018496375040652067,0.015478424980731481,0.051317383446668516,2.3217637471097223,0.0003419389696450161,1.0672817871526705,70
0.019249380991150318,0.015489284255590334,0.055580800281368886,2.32339263833855,0.000368592682485847,0.9639200986482881,77
0.020716950571962073,0.016977223900037707,0.06437880615016796,2.546583585005656,0.0004291481464349605,1.2289319278793105,79
0.020068877171435177,0.016484051292678246,0.06041397463832281,2.472607693901737,0.00040264800324435896,1.206124473796192,79
0.017974655299828723,0.014603674302580529,0.04846323497214912,2.1905511453870794,0.0003221487756847751,1.161735660441011,72
