RMS,MAV,SSI,IEMG,VAR,WL,WAMP
0.008315297831213733,0.0062297218799632,0.010371626703268171,0.93445828199448,6.902256722572162e-05,0.35982853083109256,71
0.011544990477975109,0.009630983762269342,0.01999302077048039,1.4446475643404013,0.00013311220631512515,0.6003592151264004,75
0.011444497695935313,0.009655269996375603,0.0196464791268403,1.4482904994563404,0.00012910577910576243,0.6034044546825308,77
0.011905050495309122,0.009643961659936971,0.021259534094378994,1.4465942489905457,0.00014113015075304335,0.5938234466110796,68
0.016230059303885987,0.012128201751403628,0.03951222375114842,1.8192302627105443,0.0002634136477118996,0.6943947628440421,70
0.020645732319313628,0.016343933065045894,0.0639369394501127,2.451589959756884,0.0004259372615433469,1.1160929256653414,74
0.016297158278261472,0.01241260609165549,0.03983960519200595,1.8618909137483235,0.0002655272725336847,0.9165406861675782,74
0.009302123290879729,0.007485961370822092,0.012979424657809067,1.1228942056233138,8.642660842550433e-05,0.4262253902440565,69
0.00951502603469869,0.007840810465280141,0.01358035806614908,1.176121569792021,9.027567185236598e-05,0.4601199139930239,75
0.011127159478067916,0.008862689443924335,0.018572051707553498,1.3294034165886501,0.0001230152000077371,0.6278340736941068,73
0.010786056970366775,0.008990930800995365,0.017450853745199654,1.3486396201493047,0.00011567279253645065,0.5904970008532211,68
0.009836906628899258,0.007733428968832801,0.014514709803852324,1.16001434532492,9.659025547347854e-05,0.5229932917676774,69
0.011577648587642278,0.009500491732259067,0.020106292022840287,1.42507375983886,0.00013404015044479907,0.6188016963124943,70
0.010192616645464236,0.00843212612845532,0.01558341511220919,1.264818919268298,0.00010361823097868694,0.6087047454883614,67
0.007898895665907358,0.006326595625649454,0.009358882911133506,0.9489893438474182,6.239093238164699e-05,0.4330127746382558,71
0.009910254822692421,0.0076862261492764835,0.01473197259760476,1.1529339223914725,9.820129455521964e-05,0.5335824568607233,75
0.012110650831020706,0.009223884274058085,0.022000179532635375,1.3835826411087129,0.00014652322501036846,0.6989470651346442,77
0.008286245194664402,0.006372386073820261,0.010299278913914833,0.9558579110730392,6.845679223773331e-05,0.38203856635749933,68
0.009312788938388354,0.007596841093047142,0.013009205671645275,1.1395261639570713,8.62663957122664e-05,0.47975374511539215,75
0.009275475174356496,0.007394836943972553,0.012905165956515552,1.109225541595883,8.59933069559636e-05,0.47684261793919136,76
0.007097008022798845,0.0057447138781370494,0.007555128431350676,0.8617070817205574,5.031442567010005e-05,0.36356067092668165,76
0.00778773544228684,0.0059734997392983154,0.00909732349785759,0.8960249608947473,6.05335471497334e-05,0.41212446731923835,71
0.006881575855774801,0.005104328116280676,0.007103412938817402,0.7656492174421015,4.70257216907116e-05,0.37011413900895385,67
0.007702736359089994,0.006257910699667022,0.008899822112647046,0.9386866049500533,5.888875238093534e-05,0.44883127703534204,76
0.009259139847455251,0.00748085999980361,0.012859750607210046,1.1221289999705415,8.515532093897697e-05,0.5773204736726332,73
0.0071159609117231685,0.005536813491787884,0.007595534954575803,0.8305220237681825,5.048155045062918e-05,0.3627156746840634,76
0.006194197421677344,0.00501704450547036,0.00575521225480714,0.752556675820554,3.807846112628398e-05,0.3014768548696976,79
