RMS,MAV,SSI,IEMG,VAR
0.00985831112034065,0.008166354372796497,0.009718629814543214,0.8166354372796498,9.704475784959832e-05
0.009709847051808114,0.007797303013062218,0.009428112976950672,0.7797303013062218,9.392949871348109e-05
0.009280496887119459,0.007314933413950111,0.008612762247183398,0.7314933413950111,8.572714793651584e-05
0.00967652620772588,0.007519888930147343,0.009363515944880578,0.7519888930147343,9.36022307124101e-05
0.011650887407341784,0.008657850269400963,0.013574317737855536,0.8657850269400964,0.00013540935063287966
0.014311909932071045,0.010110513162941202,0.020483076590371383,1.0110513162941202,0.00019834427118079818
0.015056583119292765,0.010930631502241963,0.022670069522817183,1.0930631502241963,0.00022670067947991538
0.014989095222542756,0.01080232787167167,0.022467297559045408,1.0802327871671669,0.00022462611713033328
0.014886621215216417,0.010643928144977848,0.02216114912053315,1.0643928144977848,0.00022097179152775963
0.014846349244139169,0.010582725229424089,0.022041408587895165,1.0582725229424088,0.00022003419359822862
0.0148334814918513,0.010472650405660562,0.022003217316909504,1.0472650405660562,0.0002197758545422919
0.014877565400395863,0.01066389838853054,0.022134195224305608,1.0663898388530542,0.00022119678439773692
0.01487571924262402,0.010637645790220869,0.02212870229853746,1.0637645790220869,0.00022118136955626974
0.014226144790400524,0.009955423848020605,0.020238319559743995,0.9955423848020605,0.00020237731652199772
0.012860536245992345,0.00906904212806428,0.016539339253448287,0.9069042128064281,0.00016313952202075342
0.009085209562127812,0.006885157866849055,0.008254103278777862,0.6885157866849054,8.217274486815446e-05
0.007417395952418298,0.005821394867454404,0.005501776271495135,0.5821394867454404,5.130078687439723e-05
0.0072390121904614925,0.005756195782762247,0.0052403297493650094,0.5756195782762247,5.186446580316244e-05
0.007119076515655558,0.005654355210593146,0.005068125043575848,0.5654355210593146,5.0482757320615983e-05
0.0070377101003396,0.005602402884369405,0.004952936345642202,0.5602402884369405,4.9450684638759276e-05
0.007420503088186414,0.006137816709397523,0.0055063866081784115,0.6137816709397523,5.5022933312838705e-05
0.008692723322654666,0.007081189853312394,0.007556343876422438,0.7081189853312394,7.473611906720553e-05
0.00861907452523943,0.006933937790300811,0.00742884456716313,0.6933937790300811,7.411372631133376e-05
0.008156551014667,0.006305561633657425,0.006652932445486526,0.6305561633657425,6.633110734572279e-05
0.007217526105065426,0.005390732200911078,0.005209268307730089,0.5390732200911078,5.184260265443251e-05
0.007164469957071458,0.005268306861385817,0.00513296297657795,0.5268306861385817,5.111974195744155e-05
0.006686836994663083,0.004804940262597811,0.004471378899319481,0.4804940262597811,4.4678073088879704e-05
0.006494190989256134,0.004600392967220155,0.004217451660493556,0.46003929672201543,4.2172748426043717e-05
0.0067452446779617285,0.004828527107322475,0.004549832576557102,0.48285271073224745,4.4672130882632086e-05
0.006885568466019804,0.004967006257656444,0.004741105310024632,0.49670062576564444,4.727270453682937e-05
0.007226030441517071,0.005257583072775462,0.005221551594173139,0.5257583072775461,5.025900917702934e-05
0.005821905366521558,0.004450018650533928,0.003389458209673252,0.4450018650533928,3.385314803301151e-05
0.006452922128298789,0.005024698996954958,0.004164020399388817,0.5024698996954958,4.082743306146211e-05
0.006581500081228756,0.0052677458182926636,0.004331614331921412,0.5267745818292664,4.281462428384974e-05
0.0065713380484407925,0.005227155194788384,0.004318248374688565,0.5227155194788384,4.293077478994501e-05
0.006869799230004247,0.005529516252964628,0.0047194141460566936,0.5529516252964628,4.7192012574842526e-05
0.008231488700619558,0.0065227777861807425,0.006775740622842745,0.6522777786180742,6.685229693098271e-05
0.00824776898114144,0.006492323598116692,0.006802569316627891,0.6492323598116692,6.71130232964227e-05
0.007707457025912131,0.005925636581619534,0.005940489380628227,0.5925636581619534,5.931538388450056e-05
0.007554999001949545,0.005698075543471911,0.005707800991945863,0.5698075543471911,5.670895475580682e-05
0.0073183261904126405,0.005510758146379109,0.005355789822927959,0.5510758146379109,5.3306464717683295e-05
0.007080157272195606,0.0051676186991178865,0.005012862699902431,0.5167618699117886,4.9311896365149785e-05
0.006589674647939945,0.0046971364877012745,0.004342381196570244,0.46971364877012745,4.3407793828233135e-05
0.006477128140701693,0.00450531454107089,0.004195318895106977,0.45053145410708906,4.186892401277975e-05
0.006489386200068122,0.004539392363872319,0.0042112133253634585,0.4539392363872319,4.18732149414029e-05
0.006184336525467376,0.004238699271205336,0.0038246018260229895,0.4238699271205336,3.726193652508086e-05
0.0041095437160038285,0.003081745482226973,0.0016888349553746554,0.3081745482226973,1.6857930485973392e-05
0.0037625515125362867,0.0027839131226723626,0.0014156793884489097,0.27839131226723624,1.396719114452788e-05
0.003595316184481452,0.0024914433871113537,0.0012926298466394268,0.24914433871113537,1.239645466561742e-05
0.0035300489541010456,0.002415387391791851,0.0012461245618349886,0.24153873917918509,1.1911880951072575e-05
0.002483234675549709,0.0019060360055765985,0.0006166454453852469,0.19060360055765985,6.158868994775551e-06
0.002451956859653344,0.001895291313415347,0.0006012092441601089,0.1895291313415347,5.986273680897591e-06
0.0019179105091100097,0.0015515559817821038,0.00036783807209546165,0.15515559817821037,3.4666881330099647e-06
0.0021938085055747377,0.0016770260486763332,0.00048127957591320627,0.16770260486763333,4.255092949478309e-06
0.002261897649053371,0.0017566863504125823,0.0005116180974793168,0.17566863504125824,4.917198820510263e-06
0.0022952947833373184,0.0018048867988314727,0.0005268378142415506,0.18048867988314726,5.1814437051625e-06
0.0025314564557029837,0.0019966293709016815,0.0006408271787120312,0.19966293709016816,6.2870674732119755e-06
0.0027536611000204213,0.0021521949676716026,0.0007582649453765677,0.21521949676716026,7.352556542074645e-06
0.002839565859346719,0.0022732045745132664,0.0008063134269567471,0.22732045745132665,7.865067181267155e-06
0.0028035639457112647,0.0022345399392384693,0.0007859970797692115,0.22345399392384693,7.84074442917373e-06
0.0028255447604322854,0.0022653474720451643,0.0007983703193206341,0.22653474720451644,7.731255071756086e-06
0.0029367452247350653,0.002404941806066978,0.0008624472515004209,0.2404941806066978,8.382124295495085e-06
0.0032894146270672758,0.0027374712609417313,0.0010820248588764144,0.2737471260941731,1.0152803881624564e-05
0.00314553605654744,0.002622831118456031,0.000989439708304002,0.2622831118456031,9.802371785832198e-06
0.0031546882981561084,0.00263898803444485,0.0009952058258523083,0.26389880344448496,9.702140738362887e-06
0.0031192767905040405,0.0026031301588452975,0.0009729887695777189,0.26031301588452976,9.60885886732663e-06
0.0032229824613637086,0.0026644634251193258,0.001038761594625807,0.26644634251193255,9.772934054356803e-06
0.0030748973757814668,0.002543361601910006,0.0009454993871587751,0.2543361601910006,9.318792259478538e-06
0.003149530822093928,0.0026321216828489847,0.0009919544399319652,0.26321216828489846,9.759099026239786e-06
0.003391436525261568,0.002867568895469213,0.0011501841704878257,0.2867568895469213,1.1081533989613816e-05
0.003734754316583387,0.0031137026507310523,0.001394838980523824,0.3113702650731052,1.3215091056664616e-05
0.0038681739276707704,0.003241238895957562,0.0014962769534711913,0.3241238895957562,1.4801693564291806e-05
0.0036883127317134173,0.0031073085618066156,0.0013603650806919291,0.31073085618066154,1.3601183268867824e-05
0.0037708058742026286,0.0031983933354771295,0.0014218976940921048,0.31983933354771293,1.4064584182712392e-05
0.004069027997786134,0.003440101040126769,0.0016556988846767435,0.3440101040126769,1.6230370881158408e-05
0.004356665235593903,0.003710148492039172,0.001898053197503248,0.3710148492039172,1.871141096608795e-05
0.004149716145499631,0.0034560791566840853,0.0017220144088220316,0.34560791566840854,1.7187991098623676e-05
0.0041648380733110835,0.0034873413092419816,0.0017345876176901574,0.34873413092419814,1.712878014299068e-05
0.004104677876731093,0.0034079008547701546,0.0016848380471725676,0.34079008547701545,1.6541073861221003e-05
0.004054645784366519,0.003346454062755287,0.001644015243668118,0.3346454062755287,1.5945604637603183e-05
0.003739591496066408,0.003079726188660231,0.0013984544557452197,0.3079726188660231,1.3974399830249749e-05
0.003521858262646409,0.002845045955445909,0.0012403485622170783,0.2845045955445909,1.2046884270009547e-05
0.0034343080410840134,0.0027261252644510264,0.0011794471721054314,0.27261252644510264,1.1532813332608843e-05
0.0032715123179352626,0.0025836421345891785,0.0010702792846402154,0.25836421345891786,1.0372249031420985e-05
0.0027727772725442304,0.002185578066985587,0.0007688293803137822,0.21855780669855868,7.538607087782928e-06
0.002213425612628813,0.0017967275742989826,0.0004899252942641236,0.17967275742989827,4.482528788441178e-06
0.002252475144534235,0.0018313851495548189,0.0005073644276744522,0.1831385149554819,4.783197374308014e-06
0.0022480431870725865,0.001828187404696691,0.0005053698170943471,0.18281874046966912,4.947414445873004e-06
0.002734421318485096,0.0021290249237159594,0.0007477059946985771,0.21290249237159592,6.895741738437482e-06
0.0027400547295214663,0.0021719515988441206,0.0007507899920772955,0.21719515988441207,7.4857371779918026e-06
0.002996359211138422,0.0023487816309288707,0.0008978168522174066,0.23487816309288706,8.67481587587381e-06
0.0030148342289832873,0.002364362405554613,0.0009089225428249253,0.23643624055546128,8.767163498264194e-06
0.0033118821527111917,0.002635691568270267,0.0010968563393446917,0.2635691568270267,1.0897390515362763e-05
0.004126947581409597,0.0031604893748748775,0.0017031696339702522,0.31604893748748775,1.649673848989659e-05
0.004403399394209926,0.003507272540540775,0.001938992622492834,0.3507272540540775,1.92762015211099e-05
0.00475335477289729,0.003959159015841207,0.002259438159702545,0.3959159015841207,2.23293085489984e-05
0.004865972967878851,0.004153133083163429,0.0023677692924127716,0.4153133083163429,2.3580176982361706e-05
0.005085263339181241,0.004349060993185594,0.0025859903228820746,0.43490609931855934,2.554608507911539e-05
0.005320320696913622,0.004456189641122103,0.0028305812318007452,0.44561896411221025,2.7998998952136318e-05
0.005372468512832627,0.004499822945327428,0.002886341792137802,0.4499822945327428,2.8557146083194997e-05
0.005413545022059837,0.004560838772451956,0.0029306469705868837,0.45608387724519556,2.9087412143851455e-05
0.005555502647664559,0.004787296335720064,0.003086360966820792,0.4787296335720064,3.076217346565798e-05
0.005378412587468858,0.004508110518991692,0.0028927321961043457,0.4508110518991692,2.850052939628336e-05
0.004924410660786867,0.004164237652590579,0.0024249820356071344,0.4164237652590579,2.4202668123768028e-05
0.0047239473192971435,0.003917481209920973,0.0022315678275494663,0.3917481209920973,2.2057078135548368e-05
0.004387736929276574,0.0035211639938319554,0.0019252235360537415,0.35211639938319556,1.9076620358672074e-05
0.0042440963506126805,0.0033053851235549784,0.0018012353833283875,0.33053851235549786,1.7664112249562732e-05
0.0040995120281590545,0.003285628034649919,0.0016805998869020766,0.3285628034649919,1.6180916448601043e-05
0.003532394715760345,0.002973564220733889,0.001247781242793161,0.29735642207338886,1.2460024915423302e-05
0.003371220864977441,0.002838306726113252,0.0011365130120459246,0.2838306726113252,1.1103254969443098e-05
0.003004531086100744,0.0025040231873794767,0.0009027207047345716,0.25040231873794766,8.814742342982714e-06
0.0028129447738124173,0.002366180966752959,0.000791265830051859,0.2366180966752959,7.701919786089762e-06
0.0031940744265119667,0.0026808830281987305,0.0010202111442097748,0.26808830281987306,9.68797557304459e-06
0.003210997503199529,0.002718843143967353,0.001031050496555361,0.2718843143967353,1.0210324521686066e-05
0.003470042012768455,0.0029281485163456062,0.0012041191570378153,0.2928148516345606,1.1554389892174425e-05
0.003697254238439743,0.0031810791965596473,0.0013669688903660644,0.31810791965596474,1.3447111740928737e-05
0.0037514511276936146,0.003235691421002193,0.0014073385563473694,0.3235691421002193,1.3680986779341347e-05
0.003536016282464448,0.002892074998471002,0.0012503411149853696,0.2892074998471002,1.2434963163480006e-05
0.00359052467646528,0.002934400932617398,0.0012891867452306104,0.2934400932617398,1.2749000823790312e-05
0.0037928278428838533,0.0030618811111606374,0.0014385543045754984,0.30618811111606375,1.4052968018596246e-05
0.0038332641860209246,0.003148427873302828,0.001469391431983066,0.3148427873302828,1.4486435343042396e-05
0.003764579520969445,0.0030322914440821577,0.0014172058969702537,0.30322914440821574,1.4044768980226854e-05
0.0034712594838124168,0.00274417780296422,0.0012049642403957645,0.274417780296422,1.1934185771155858e-05
0.0032334028376064714,0.0024727429339082368,0.001045489391024158,0.24727429339082369,1.0020242033279092e-05
0.0029435433066152946,0.002252086673005655,0.0008664447197919701,0.22520866730056552,8.580381361480043e-06
0.0027428767465633836,0.0021075438763928657,0.0007523372846838131,0.21075438763928658,7.410488964348214e-06
0.0026995148740144377,0.002105486088054475,0.0007287380555025185,0.21054860880544748,7.061009404302793e-06
0.0027365471065765616,0.002175602197151203,0.0007488690066512552,0.2175602197151203,7.218235844824311e-06
0.0026370309979150373,0.002089933745116885,0.0006953932483964777,0.20899337451168848,6.787707644671213e-06
0.0024877795241235565,0.0020297621685497645,0.0006189046960648429,0.20297621685497647,5.878343108002477e-06
0.0026443354042752585,0.002138230811780544,0.0006992509730303595,0.2138230811780544,6.923284946071202e-06
0.0032856146529081434,0.0025412124492804615,0.00107952636474047,0.25412124492804616,1.0129286151353068e-05
0.003339820163418272,0.002633396045728079,0.001115439872397525,0.2633396045728079,1.0998704946430637e-05
0.003594283684523082,0.002909914224547615,0.0012918875204828823,0.2909914224547615,1.2915061958644776e-05
0.005040908469017409,0.00372535060806477,0.0025410758193011446,0.372535060806477,2.485768674209951e-05
0.00511983902378718,0.003747397925571821,0.002621275162949406,0.3747397925571821,2.583707437080188e-05
0.0050885869840778825,0.003632034192090577,0.0025893717494526844,0.3632034192090577,2.5782561426521163e-05
0.005081234230214973,0.0036261173859221734,0.0025818941302308356,0.36261173859221735,2.572560721632853e-05
0.005013025030750341,0.003500608976429578,0.002513041995892945,0.3500608976429578,2.476468687808489e-05
0.0048643986915387506,0.0032808224049986102,0.0023662374630243907,0.328082240499861,2.3513227389979252e-05
0.004733285738458511,0.003045233985556906,0.002240399388189473,0.3045233985556906,2.2056030166967306e-05
0.004415390146344593,0.0027850004276783135,0.001949567014443692,0.27850004276783136,1.935950995574005e-05
0.00446272288309944,0.0028389816446567147,0.0019915895531339377,0.28389816446567145,1.9642838576464185e-05
0.004392596596137441,0.0027511527499488584,0.001929490485639823,0.27511527499488586,1.84065066559807e-05
0.0025383385251248995,0.0018645878182552763,0.0006443162468133251,0.18645878182552764,6.4196767970195226e-06
0.002239214476362792,0.0016586462788408924,0.0005014081471152691,0.16586462788408923,4.881433921526955e-06
0.002531239760176941,0.0019257774999872513,0.0006407174723500619,0.19257774999872512,6.291016619571414e-06
0.0030211335505153517,0.0022611831951160634,0.0009127247930049496,0.22611831951160632,8.730366581273421e-06
0.0035349125264990135,0.0026849113155058097,0.0012495606569999638,0.26849113155058096,1.1869708109695147e-05
0.003617316158760618,0.0028256717802718793,0.0013084976192430675,0.28256717802718795,1.2842650790977096e-05
0.0036383299448753525,0.0028947385320912344,0.0013237444787776685,0.28947385320912344,1.2977890513742365e-05
