bal_acc,f1_score,precision,recall
0.22685185185185183,0.20927930850844945,0.21076253326625122,0.2290748898678414
0.20833333333333334,0.1893138164979337,0.18457770239319865,0.20704845814977973
0.2460826210826211,0.21867823909679485,0.20727518883920187,0.24669603524229075
0.2126068376068376,0.19343900793156774,0.19770732470406863,0.21145374449339208
0.24928774928774924,0.23204012450290398,0.23104956434516835,0.24778761061946902
0.27920227920227914,0.2610130540739575,0.27087641858103256,0.2775330396475771
0.2410968660968661,0.21617967016068282,0.22008071440285235,0.23788546255506607
0.21260683760683763,0.19373390427097678,0.20421674076118232,0.21145374449339208
0.22115384615384615,0.19143999619304922,0.18760247275202063,0.22026431718061673
0.22934472934472938,0.21224275547817617,0.22978666724625518,0.23008849557522124
0.2329059829059829,0.20516385421984154,0.19097932113848426,0.23348017621145375
0.23931623931623935,0.2157596661788152,0.21864507249969806,0.23788546255506607
0.23005698005698003,0.19981110966049043,0.19419577224666937,0.2290748898678414
0.22507122507122507,0.2150933765536085,0.21500132657099963,0.22466960352422907
0.22970085470085472,0.21121005970320095,0.21912554078949045,0.23008849557522124
0.23254985754985757,0.20395310356061824,0.18943536209889705,0.23348017621145375
0.2353988603988604,0.21453981802675184,0.20671045360731807,0.23348017621145375
0.19052706552706555,0.16750957970098793,0.16574661690938064,0.1894273127753304
0.2321937321937322,0.21663149334779214,0.21352503907928003,0.23348017621145375
0.2168803418803419,0.2057414412108335,0.21482979792779378,0.2168141592920354
0.24002849002849005,0.21844969665434433,0.21757012341292423,0.2422907488986784
0.24465811965811968,0.2188958916045848,0.2267563693659219,0.2422907488986784
0.2286324786324786,0.22272011748491924,0.22717594299064817,0.2290748898678414
0.1898148148148148,0.1822498046945586,0.1805967632927167,0.1894273127753304
0.2386039886039886,0.21169773795375868,0.20789775709722144,0.23893805309734514
