RMS,MAV,SSI,IEMG,VAR,WL,WAMP
0.0015346475811866195,0.0012708987119766243,0.0003532714797662913,0.19063480679649364,2.0959750016049227e-06,0.06137556705444322,77
0.0017740125679702112,0.00139614190839719,0.0004720680886974395,0.2094212862595785,2.9248344846089105e-06,0.06824296624572515,72
0.0016978449894263072,0.0013420228131043274,0.00043240164121800264,0.2013034219656491,2.7142198215465302e-06,0.06519940563549131,74
0.0012148591365278428,0.0009822558709982792,0.00022138240824077642,0.1473383806497419,1.2561943796679206e-06,0.04739579483241406,86
0.001114427212077292,0.0009079454584072403,0.0001862922016527548,0.13619181876108605,1.028430781157369e-06,0.03892236227341716,72
0.001106347890421554,0.0008642051822202323,0.00018360084819603345,0.12963077733303485,9.717932068658494e-07,0.042481244563763995,78
0.0012165693451892503,0.0009747888715860581,0.0002220061457481302,0.1462183307379087,1.2522910510794255e-06,0.0473445893619944,76
0.001284904697663092,0.0010359003689693926,0.0002476470123115022,0.1553850553454089,1.4267195402071565e-06,0.052769475627188936,76
0.001811195039919425,0.0013697948450238832,0.0004920641208943091,0.20546922675358248,3.0850943014618857e-06,0.07812688229545776,68
0.0020802184340765755,0.0016489688905815308,0.0006490963100207999,0.24734533358722963,4.035213721686163e-06,0.08115237031307229,74
0.0011856194629715215,0.0010285031348097324,0.00021085402664653183,0.15427547022145988,1.2378845223565882e-06,0.047606761079971305,85
0.0010895977487030601,0.0008785288219813762,0.00017808348809681657,0.13177932329720643,9.96507027054651e-07,0.03691780985159007,91
0.0013287027973343454,0.0011187248490463308,0.00026481766854661725,0.16780872735694963,1.6061459275107507e-06,0.049336562215433505,74
0.001400955938153495,0.0011488003436140965,0.00029440163109713084,0.17232005154211447,1.8370319717023165e-06,0.05834007475148175,81
0.0012197892270449462,0.0009949558178022067,0.00022318286376223613,0.149243372670331,1.300574998491816e-06,0.05154876130428297,73
0.001163074257018286,0.0009865858730416903,0.00020291125910079568,0.14798788095625354,1.185219082969347e-06,0.05186490745441941,82
0.0010790918582274942,0.0009179927275375758,0.00017466588577392996,0.13769890913063637,9.388867196612062e-07,0.04386877542186485,77
0.0009962868590099835,0.0007969809491865259,0.0001488881258153968,0.11954714237797888,7.94123631524278e-07,0.0393455527331983,76
0.0016441838770267728,0.0012554851215445635,0.00040550109322121846,0.18832276823168453,2.443747415831899e-06,0.06933754486617386,78
0.0013819512539929575,0.0010743227378162204,0.0002864683902619062,0.16114841067243307,1.7294177217674738e-06,0.0641441722724036,75
0.0009925633123714843,0.000761448507084548,0.0001477772893598779,0.1142172760626822,7.754520399839146e-07,0.04222277476521788,78
0.001067401880789754,0.0008393083144387241,0.00017090201626702566,0.1258962471658086,9.256344680222427e-07,0.037614725811139525,74
0.0013940924726636155,0.001086187614410765,0.00029152407335060297,0.16292814216161478,1.7688892041777337e-06,0.05506031668661067,80
0.001230782689234296,0.0009830841597966691,0.0002272239042178209,0.14746262396950036,1.3349221045330658e-06,0.04866215304107394,79
0.0010500913207910512,0.0008440230100108372,0.0001654037673001042,0.12660345150162558,9.111147003426401e-07,0.03893523593720757,72
0.001251550297073394,0.0009884580453488035,0.00023495672191567517,0.14826870680232052,1.3699434402254542e-06,0.04968749624164583,78
0.0014996205160185644,0.0011919150873682515,0.0003373292538095678,0.17878726310523774,2.066760102238643e-06,0.060885324874722396,74
0.0009923950363063033,0.0008352311913157604,0.00014772718621280836,0.12528467869736407,7.292361219005325e-07,0.03983756354280289,73
0.0011710636938591726,0.0009297013865123978,0.0002057085262612635,0.13945520797685967,1.164875913055161e-06,0.04877178385035573,72
0.0014349690445000028,0.0011819538553082519,0.0003088704238009877,0.17729307829623778,1.9058353383545378e-06,0.061031033479082904,76
0.0014838607890150896,0.0012430713514777223,0.0003302764261764726,0.18646070272165832,2.025746337786056e-06,0.0564771566258432,75
0.001130616180149108,0.0009305416942905434,0.00019174394202224403,0.1395812541435815,1.1176459298584704e-06,0.048639365973817815,74
0.0012450622123057829,0.0010367870173181078,0.00023252698687676557,0.15551805259771617,1.3960173328132175e-06,0.04902779693743162,76
0.0012552725434792644,0.0010131212518671275,0.00023635637376193529,0.15196818778006912,1.4353174936496561e-06,0.05324768861346924,83
0.0015146249373322255,0.0012026479702162247,0.0003441133051182972,0.1803971955324337,2.072851645183123e-06,0.058629641786472494,80
0.0019011723753725217,0.001545389646909726,0.0005421684601319395,0.2318084470364589,3.4387462855789448e-06,0.07780210853201316,68
0.0013435943919314095,0.0010682821245445193,0.0002707868835044301,0.16024231868167788,1.6506083377237634e-06,0.0484495726962787,76
0.0007996338128129046,0.0006632203607680324,9.59121351890555e-05,0.09948305411520486,4.108717637133449e-07,0.03156029748474737,78
0.0012178662139402364,0.0009079245947724248,0.00022247971725856882,0.13618868921586372,1.2836041678914525e-06,0.042725127814704625,71
0.0011314166191247986,0.0009467862132039446,0.0001920155349047684,0.1420179319805917,1.124050075917457e-06,0.04158705456265337,77
0.0011896765704283183,0.0010221135195263328,0.00021229955133391284,0.1533170279289499,1.234665348164155e-06,0.045417652485247505,86
0.0010822968652100563,0.000893858471487942,0.00017570497566652722,0.1340787707231913,9.82606233772033e-07,0.0403194666334388,79
0.0009488206699959417,0.0007415876350340036,0.00013503909957173217,0.11123814525510053,6.980839094891136e-07,0.03623255441783529,76
0.001084362455654801,0.0008585699210227479,0.00017637629028505652,0.12878548815341218,9.99815475291355e-07,0.041050088129183315,67
0.0011054089033200572,0.0008780931437137496,0.00018328932653088772,0.13171397155706244,1.034801791506923e-06,0.043959313677557,69
0.00115488568401572,0.0009095105699038416,0.00020006414147166857,0.13642658548557623,1.1465413308681134e-06,0.0439241205484623,69
0.0009563329776521634,0.0007678211104710076,0.00013718591462175798,0.11517316657065113,6.87299454184422e-07,0.0368614144126878,67
0.0010415475096984285,0.0008241588799808963,0.0001627231822438497,0.12362383199713443,9.100211133343739e-07,0.0424523860074151,75
0.0012510295794451942,0.0010072787465397626,0.00023476125129702287,0.15109181198096439,1.3628164800706522e-06,0.05356306864096377,75
0.0013877873236080073,0.0011515683004502113,0.0002888930483350614,0.1727352450675317,1.7547933421211775e-06,0.0542939147947203,66
0.001169217958107367,0.0009775994555127924,0.00020506059503411415,0.14663991832691886,1.1898005478383968e-06,0.0454367122806618,70
0.0011305120695984472,0.0008819080201061986,0.00019170863092616463,0.1322862030159298,1.0955309394971745e-06,0.0427583183447787,76
0.0011627799887813002,0.000963180870967025,0.00020280859534653608,0.14447713064505374,1.1293354364061173e-06,0.046993217257300886,73
0.0011062511128774027,0.0009424158910025271,0.00018356872871137382,0.14136238365037906,1.079975257167613e-06,0.04469282409374331,75
0.0012193310939105921,0.0010457480334377784,0.00022301524748658018,0.15686220501566675,1.3200708202182703e-06,0.0499006121657192,74
0.001327873659814931,0.0010716744103039346,0.00026448726846454486,0.1607511615455902,1.549756109297936e-06,0.06205977736935489,80
0.0009683194675761879,0.0007295139932155712,0.0001406463886930548,0.10942709898233569,7.349836346269576e-07,0.03835963988258546,70
0.0010074284430334013,0.0008044341107366775,0.00015223681017490545,0.12066511661050162,8.131212172386858e-07,0.038125752357031056,72
0.00110295943349444,0.0008825935288015433,0.00018247792679015635,0.1323890293202315,1.031177201045692e-06,0.04760295793080076,79
0.0013916864219567294,0.0011427946541325005,0.0002905186645588086,0.17141919811987508,1.7465262811095117e-06,0.057171937060653696,80
0.0012282983164007113,0.0009762761843631929,0.00022630751311092324,0.14644142765447893,1.2595851030388312e-06,0.049094852583524515,79
0.0010032717483356747,0.0008396075828170764,0.0001509831301512782,0.12594113742256147,8.18390383676935e-07,0.04266260585466401,70
0.0010444323683506307,0.0008524982602508453,0.00016362584580877613,0.1278747390376268,8.818574697559631e-07,0.042321112602965935,78
0.0011220335964830341,0.0009436378589749078,0.00018884390874549786,0.14154567884623617,1.0292896068925381e-06,0.044027214403269496,76
0.0012772794583474686,0.0009890746664185158,0.00024471642220746037,0.14836119996277736,1.4565239529234906e-06,0.050426873864754806,71
0.0011355522764226929,0.0009015692743274578,0.00019342184587331398,0.13523539114911867,1.0740318063608013e-06,0.042166004976816926,82
0.001248029509991101,0.0009842555848036893,0.00023363664867129415,0.14763833772055338,1.3766505924853617e-06,0.047647446669758925,74
0.0011065845019072042,0.000931318432427702,0.00018367938897918232,0.1396977648641553,1.0396265767053712e-06,0.0509381126516169,70
0.0011446779214279775,0.0009931375382968158,0.00019654313157070125,0.14897063074452238,1.0659314969473483e-06,0.0493853015488935,78
0.0011016249194860752,0.0009345927824034225,0.00018203661948490527,0.14018891736051337,1.0360901398529946e-06,0.0477653780768227,76
0.0011398226209243674,0.0009440360223099857,0.00019487934107563411,0.14160540334649785,1.1041374438565366e-06,0.0460928994299607,78
0.0009548354071887966,0.0007610882029555284,0.00013675659822320925,0.11416323044332927,6.642947051857172e-07,0.03199722401676382,76
0.0009469842351125015,0.000776982923040939,0.00013451687123274144,0.11654743845614085,6.751655243249341e-07,0.0325504840981644,79
0.0009981866957683907,0.0008460474829986377,0.00014945650194135267,0.12690712244979566,7.62072161685438e-07,0.0347499572879985,74
0.001102217257730622,0.0008584168081397612,0.00018223243248588185,0.12876252122096418,1.0453695271989605e-06,0.0373962211215052,76
0.0012950289237003473,0.0010306312492615389,0.000251564986983072,0.15459468738923082,1.497622571792917e-06,0.050943505169047006,83
0.001133066596612278,0.0009250987209862782,0.00019257598685377963,0.13876480814794173,1.0592351042043395e-06,0.047176796845841515,81
0.0010189656474663392,0.0008215477445353229,0.00015574364860747436,0.12323216168029844,8.377007486819017e-07,0.03827176161014424,82
0.0012518242000907627,0.001040931300590952,0.00023505957418993169,0.1561396950886428,1.3151401145944345e-06,0.0549448495848351,81
0.0009657213439361257,0.0007767243650654204,0.0001398926571200695,0.11650865475981306,7.425698253414661e-07,0.04197594897105332,76
0.001155267132567847,0.0009322114778426445,0.00020019632213873036,0.13983172167639668,1.1230191435634954e-06,0.045343253352056856,75
0.0010545614699991224,0.0009037023394242376,0.00016681498410100646,0.13555535091363563,9.049088115145493e-07,0.04505305459186561,74
0.0012933510162933253,0.0010472203522892433,0.0002509135277020466,0.1570830528433865,1.4756455907571718e-06,0.05870081248085508,78
0.001278942363506607,0.001007943636361141,0.0002453540353757799,0.15119154545417113,1.453883148154721e-06,0.05540959333541923,83
0.0011344488644280198,0.0009029592350520429,0.00019304613390030355,0.13544388525780643,1.0668032550780464e-06,0.04696536994939339,80
0.000828368640901095,0.0006909127482502061,0.0001029291907842491,0.10363691223753091,4.846468854366429e-07,0.032776892127478176,83
0.0014010415853033802,0.0010284392342100475,0.0002944376285624113,0.15426588513150713,1.7809548177992983e-06,0.05308661091112498,75
0.0013959000366553273,0.001051999827167488,0.0002922805368501516,0.1577999740751232,1.788789699701517e-06,0.0624851576474395,77
0.0009208020238653014,0.0007611320762555107,0.00012718145507316527,0.1141698114383266,6.780120011790751e-07,0.034675613921617096,88
0.0010776629761263326,0.0008979820273287461,0.0001742036235170197,0.1346973040993119,9.511944700764875e-07,0.04536775611351926,75
0.0013090625720061971,0.0010802954287379577,0.000257046722614122,0.16204431431069366,1.4588032657856538e-06,0.04960860434993891,74
0.0011706684099934512,0.0009145565036218513,0.00020556967892348927,0.1371834755432777,1.235277698350031e-06,0.039620049926766945,75
0.0013346152947315126,0.0010662921013498057,0.00026717969773969234,0.15994381520247086,1.559051156958422e-06,0.04820621765324876,84
0.001043541652958923,0.0008542260796226524,0.0001633468772190362,0.12813391194339785,9.056588802680838e-07,0.0391853005455316,83
0.001040560773333219,0.0008646283299912997,0.00016241500844997402,0.12969424949869496,8.408014881454934e-07,0.040245196497755195,73
0.0010305221718674542,0.0008509036101486774,0.0001592963920065622,0.1276355415223016,8.915207855110157e-07,0.04476921206495646,69
0.0010687853069665711,0.0008455725939050366,0.00017134530485814417,0.1268358890857555,9.212315678819388e-07,0.04722191889149592,84
0.0011473832177215622,0.0009427953381407809,0.00019747323724636284,0.14141930072111714,1.1406946243981325e-06,0.047115847661542753,75
0.000991510551460213,0.0007949501223428086,0.0001474639760485403,0.1192425183514213,7.700960436760924e-07,0.038250628420039345,79
0.0010327621760436011,0.0007994730258583891,0.0001599896568399471,0.11992095387875837,8.959187096108761e-07,0.03864480976335425,88
0.0011543263501129111,0.000881646525451307,0.00019987039838474923,0.13224697881769604,1.1444590240203966e-06,0.04492729038619299,79
0.0009876041959081805,0.0008183232374111522,0.00014630430716631657,0.12274848561167283,7.684876337276449e-07,0.04417316550451719,84
0.0010638982225009634,0.0008915120170571274,0.00016978191417610643,0.1337268025585691,9.435125797254011e-07,0.048422400679967004,78
0.001100219660934428,0.0009001752222957776,0.00018157249534600013,0.13502628334436664,1.0342753292047115e-06,0.05256838136927419,75
0.0012193646554639862,0.001036488144549161,0.00022302752444922083,0.15547322168237415,1.275869535421336e-06,0.06057718286416691,79
0.002788797749494809,0.0018392219629919215,0.0011666089331380967,0.27588329444878823,7.674789839173435e-06,0.1121760553031634,80
0.010139652530322502,0.0071826910497439535,0.015421883015351325,1.077403657461593,0.0001024252317915436,0.45507007181653897,76
0.00860143878928857,0.004430948744325141,0.0110977123868817,0.6646423116487712,7.368667358372833e-05,0.2901379335502224,81
0.0013383338355693883,0.0011523938784593212,0.0002686706183144806,0.17285908176889817,1.6296942758735926e-06,0.0555650336172972,80
0.0015541748604756993,0.0013243464621928895,0.0003623189245401989,0.19865196932893342,2.255838749482565e-06,0.06224087767106441,74
0.0013813394901562095,0.001075488119653335,0.00028621481805975256,0.16132321794800025,1.7024150933209268e-06,0.055910149321971414,66
0.001395648786248529,0.0011272165799295116,0.0002921753301835488,0.16908248698942674,1.751910415099676e-06,0.06543841394499927,72
0.001496631750379591,0.0012292538500239215,0.0003359859894366417,0.18438807750358824,1.9951004015585893e-06,0.07002394227868891,74
